Id,Name,Type,Description,Price
782,Arctic Char - Fillets,E-Readers,Exclusive client-driven protocol,166.83
783,Cheese - Ermite Bleu,Audio,Right-sized solution-oriented artificial intelligence,268.1
784,Wine - Barbera Alba Doc 2001,Drinks,Cloned optimizing migration,121.67
785,Bread - Olive Dinner Roll,CD,Upgradable mobile hardware,7.13
786,Cookie Double Choco,Audio,Reduced needs-based knowledge base,193.24
787,Apple - Royal Gala,Components,Customer-focused directional project,265.27
788,"Beef - Tongue, Cooked",Drinks,Public-key context-sensitive open system,256.8
789,Bread - Crusty Italian Poly,Drinks,Re-contextualized systemic Graphic Interface,201.69
790,Wine - Charddonnay Errazuriz,Audio,Profound tertiary model,270.85
791,Pasta - Ravioli,Drinks,Multi-tiered reciprocal artificial intelligence,278.69
792,"Chocolate - Pistoles, Lactee, Milk",Drinks,Multi-channelled 6th generation superstructure,210.5
793,Calaloo,Drinks,Networked interactive solution,12.3
794,Danishes - Mini Raspberry,Drinks,Streamlined zero tolerance forecast,67.44
795,Lobster - Canned Premium,Audio,Switchable regional matrix,146.32
796,Rice - Brown,CD,Visionary tangible portal,189.02
797,"Pail - 4l White, With Handle",CD,Customer-focused fresh-thinking forecast,294.86
798,Carbonated Water - Peach,Drinks,Pre-emptive modular utilisation,98.09
799,Beans - Kidney White,Audio,Re-contextualized didactic core,184.13
800,Lettuce Romaine Chopped,Audio,Automated heuristic artificial intelligence,240.11
801,Lentils - Green Le Puy,Drinks,Down-sized 6th generation contingency,260.58
802,Ice Cream Bar - Drumstick,Drinks,Progressive asynchronous projection,74.1
803,Green Tea Refresher,Laptops,Versatile foreground array,237.3
804,Wine - Barbera Alba Doc 2001,Audio,Ergonomic background project,172.96
805,Chicken - Whole,CD,Re-contextualized intermediate middleware,315.62
806,Persimmons,Drinks,Enhanced zero administration collaboration,16.95
807,Beans - French,Audio,Quality-focused intermediate hardware,88.13
808,Cake - Cake Sheet Macaroon,Drinks,Synergized maximized application,184.65
809,Cup - 4oz Translucent,Drinks,Upgradable coherent Graphic Interface,223.8
810,"Soup - Campbells, Spinach Crm",Audio,Future-proofed dedicated internet solution,314.53
811,Pork Ham Prager,Audio,Persistent systemic projection,152.96
812,Chicken Breast Wing On,E-Readers,Devolved coherent array,3.83
813,Sauce - Rosee,Drinks,Expanded 5th generation flexibility,297.23
814,Chips - Doritos,Drinks,Open-architected optimal portal,62.34
815,Swordfish Loin Portions,CD,Customizable global instruction set,32.85
816,Lid - 0090 Clear,Laptops,Progressive mobile standardization,119.28
817,Sugar - Cubes,Drinks,Quality-focused 6th generation budgetary management,123.67
818,Wine - Chateau Bonnet,Components,Vision-oriented radical hub,120.3
819,Bread - Bistro Sour,Components,Down-sized asynchronous pricing structure,66.02
820,Pork - Bones,Drinks,Down-sized cohesive standardization,254.29
821,"Wine - White, Mosel Gold",Drinks,Enterprise-wide systematic solution,119.77
822,Cornflakes,Components,User-centric multi-tasking collaboration,103.65
823,Petite Baguette,Drinks,Re-engineered bifurcated hierarchy,214.67
824,Flower - Daisies,Audio,Re-contextualized optimizing system engine,191.52
825,Wine - Chateauneuf Du Pape,Drinks,Team-oriented methodical contingency,150.14
826,Carbonated Water - Lemon Lime,Drinks,Compatible object-oriented migration,43.13
827,Extract - Almond,Drinks,Enhanced interactive emulation,129.2
828,Soup - Campbells Mac N Cheese,Drinks,Persistent upward-trending core,284.28
829,Vinegar - Raspberry,CD,User-centric zero defect frame,230.48
830,"Cake Circle, Foil, Scallop",Laptops,Phased 3rd generation challenge,253.85
831,Island Oasis - Pina Colada,Audio,Balanced multi-state local area network,175.54
832,Appetizer - Asian Shrimp Roll,Components,Synergized tertiary collaboration,71.4
833,Vinegar - Raspberry,Drinks,Multi-tiered regional attitude,205.84
834,Muffin Mix - Corn Harvest,Drinks,Quality-focused bifurcated projection,126.5
835,"Appetizer - Spring Roll, Veg",Drinks,Universal disintermediate collaboration,117.67
836,Juice - Lagoon Mango,CD,Quality-focused bandwidth-monitored complexity,58.62
837,"Iced Tea - Lemon, 340ml",Audio,Implemented mobile data-warehouse,203.78
838,Clam - Cherrystone,Drinks,User-centric impactful installation,302.28
839,Gingerale - Diet - Schweppes,Drinks,Optional object-oriented frame,113.54
840,"Pepper - Paprika, Spanish",Drinks,Implemented empowering artificial intelligence,52.5
841,Salt - Sea,Drinks,Team-oriented solution-oriented protocol,163.1
842,Aspic - Light,CD,Grass-roots client-driven instruction set,128.24
843,Ham Black Forest,Audio,Operative global system engine,124.94
844,Venison - Ground,Drinks,Front-line asymmetric structure,16.54
845,Tomato - Tricolor Cherry,Drinks,Networked well-modulated monitoring,182.91
846,Eggs - Extra Large,Drinks,Multi-tiered object-oriented model,85.53
847,Nantucket Apple Juice,Drinks,Pre-emptive bottom-line conglomeration,201.64
848,Bread - Kimel Stick Poly,Drinks,Assimilated multi-tasking matrix,262.78
849,Pepper - Gypsy Pepper,Drinks,Vision-oriented global structure,300.43
850,Kellogs Special K Cereal,Audio,Ameliorated client-server Graphical User Interface,215.69
851,Oil - Peanut,Food,Persevering foreground solution,209.24
852,Bread Base - Toscano,CD,Organized national parallelism,139.38
853,Chinese Foods - Plain Fried Rice,Components,Customer-focused human-resource concept,283.59
854,Napkin Colour,Laptops,Managed multimedia contingency,154.6
855,Lobster - Base,CD,Vision-oriented responsive leverage,219.94
856,Veal - Osso Bucco,CD,Team-oriented zero defect groupware,312.03
857,Cookie - Oatmeal,Laptops,Versatile multi-state workforce,170.31
858,"Doilies - 5, Paper",Drinks,Progressive analyzing process improvement,100.46
859,"Mushroom - Trumpet, Dry",CD,Secured zero tolerance neural-net,172.04
860,Salmon - Canned,CD,User-friendly solution-oriented workforce,246.57
861,Wine - Ruffino Chianti Classico,Drinks,Visionary uniform software,200.54
862,Tamarind Paste,Drinks,Automated bi-directional internet solution,144.2
863,Garlic,Drinks,Organic 24/7 adapter,201.04
864,Caviar - Salmon,CD,Vision-oriented global paradigm,62.77
865,Pastry - Key Limepoppy Seed Tea,Audio,Secured demand-driven implementation,5.72
866,Wine - Zonnebloem Pinotage,Audio,Devolved real-time initiative,175.48
867,Grenadillo,Drinks,Virtual human-resource middleware,171.39
868,English Muffin,E-Readers,Ameliorated intermediate open architecture,184.23
869,Soho Lychee Liqueur,Components,Open-source tertiary hierarchy,36.46
870,Cream Of Tartar,Drinks,Implemented even-keeled challenge,35.42
871,Onion Powder,Drinks,Cross-platform bi-directional process improvement,147.21
872,"Split Peas - Green, Dry",Audio,Enhanced multi-state analyzer,185.43
873,Beer - Corona,Audio,Open-architected real-time structure,317.22
874,Sultanas,Audio,Stand-alone analyzing hierarchy,67.97
875,"Pail - 4l White, With Handle",CD,Assimilated static extranet,61.79
876,Dawn Professionl Pot And Pan,Drinks,Integrated modular task-force,166.83
877,Wine - Jackson Triggs Okonagan,Drinks,Quality-focused foreground contingency,187.53
878,"Sauce - Black Current, Dry Mix",Drinks,Profit-focused fresh-thinking knowledge user,181.44
879,Wine - Alicanca Vinho Verde,CD,Visionary scalable hub,12.5
880,"Salt - Rock, Course",Audio,Profit-focused interactive moderator,154.05
881,Yoghurt Tubes,Drinks,Automated neutral data-warehouse,77.15
882,"Wine - White, Ej Gallo",Drinks,Intuitive human-resource task-force,241.59
883,Carbonated Water - Cherry,Drinks,Profound system-worthy Graphic Interface,124.74
884,Wine - Placido Pinot Grigo,Laptops,Digitized multi-tasking intranet,172.94
885,"Wine - Red, Gamay Noir",Audio,Open-architected fault-tolerant intranet,221.58
886,"Juice - Clam, 46 Oz",Audio,Robust methodical implementation,16.79
887,Sesame Seed Black,Drinks,Enterprise-wide bottom-line archive,193.05
888,Dried Peach,Drinks,Decentralized fault-tolerant extranet,266.1
889,Cut Wakame - Hanawakaba,Components,Operative coherent complexity,287.65
890,Neckerchief Blck,Drinks,Diverse methodical success,111.93
891,Beef - Ox Tongue,Components,Ergonomic national model,45.83
892,Coconut Milk - Unsweetened,Drinks,Profound even-keeled website,15.76
893,Ecolab - Lime - A - Way 4/4 L,Audio,Ameliorated coherent hierarchy,98.15
894,Carbonated Water - Lemon Lime,Drinks,Distributed 3rd generation website,274.63
895,"Shrimp, Dried, Small / Lb",Drinks,Advanced zero administration local area network,247.89
896,Scampi Tail,Drinks,Ameliorated object-oriented task-force,189.64
897,"Red Snapper - Fillet, Skin On",Audio,Intuitive bandwidth-monitored encoding,210.41
898,"Tart Shells - Sweet, 4",Drinks,Assimilated zero defect workforce,144.18
899,Pop Shoppe Cream Soda,Drinks,Open-source multi-state service-desk,68.68
900,Bowl 12 Oz - Showcase 92012,Drinks,Adaptive mobile synergy,222.07
901,Napkin Colour,Components,Proactive disintermediate Graphical User Interface,12.94
902,"Rum - Coconut, Malibu",Drinks,Secured empowering intranet,31.96
903,Ice Cream - Strawberry,Drinks,Quality-focused optimal data-warehouse,99.52
904,Butter Balls Salted,Audio,Mandatory 5th generation encoding,51.83
905,"Marjoram - Dried, Rubbed",Drinks,Persistent client-driven moratorium,11.01
906,Peach - Halves,Audio,Multi-layered discrete intranet,132.17
907,Garbage Bags - Clear,Drinks,Advanced zero defect knowledge base,171.99
908,Sage Ground Wiberg,Drinks,Cloned non-volatile approach,286.07
909,Brandy - Bar,Drinks,Team-oriented high-level complexity,130.79
910,"Rice Pilaf, Dry,package",Drinks,Down-sized attitude-oriented contingency,80.59
911,Cup - 4oz Translucent,Drinks,Expanded non-volatile throughput,45.31
912,"Nut - Pine Nuts, Whole",Audio,Cloned needs-based product,72.36
913,Pork - Ground,Components,Implemented user-facing project,16.45
914,"Wine - White, Mosel Gold",Laptops,Secured exuding product,232.94
915,Mcguinness - Blue Curacao,Drinks,Integrated tertiary alliance,305.33
916,Truffle Cups - Red,Audio,Progressive local methodology,134.68
917,Chocolate - Dark Callets,CD,Object-based reciprocal adapter,149.66
918,Seaweed Green Sheets,Drinks,Distributed user-facing framework,267.57
919,Lime Cordial - Roses,Audio,Inverse client-server pricing structure,217.07
920,Pepper - Pablano,Audio,Profit-focused human-resource software,197.34
921,"Bread - Pullman, Sliced",CD,Programmable multi-state initiative,131.94
922,"Beef - Rib Roast, Cap On",Audio,Optional radical emulation,291.22
923,Table Cloth 54x54 White,CD,Organized stable conglomeration,318.3
924,Couscous,Drinks,Expanded real-time secured line,89.14
925,Rice - Wild,Audio,Integrated zero defect orchestration,248.88
926,"Pork - Tenderloin, Fresh",CD,Balanced radical complexity,201.62
927,Juice - Orangina,Audio,Devolved fresh-thinking concept,28.41
928,"Olives - Black, Pitted",Drinks,Cross-platform explicit complexity,95.35
929,Macaroons - Homestyle Two Bit,Laptops,Front-line composite hardware,16.8
930,Lychee - Canned,Audio,Business-focused mission-critical encryption,104.77
931,Beef - Bresaola,Drinks,Synergized interactive collaboration,176.91
932,Appetizer - Escargot Puff,Drinks,Down-sized directional initiative,231.85
933,Flour - Rye,CD,Synergized logistical time-frame,182.03
934,Wine - Vidal Icewine Magnotta,Audio,Open-source intangible functionalities,70.25
935,"Beef - Ox Tongue, Pickled",Cables,Vision-oriented impactful attitude,206.95
936,Steam Pan Full Lid,Audio,Multi-lateral radical website,318.57
937,Pickle - Dill,Audio,Persevering cohesive leverage,118.96
938,"Pasta - Bauletti, Chicken White",CD,Self-enabling well-modulated monitoring,151.53
939,Cup Translucent 9 Oz,Drinks,Diverse composite time-frame,270.66
940,Foam Cup 6 Oz,Drinks,Quality-focused multi-state flexibility,291.29
941,Instant Coffee,Drinks,Focused reciprocal time-frame,127.21
942,"Chicken - Wings, Tip Off",Audio,De-engineered logistical core,77.73
943,"Veal - Brisket, Provimi,bnls",Drinks,Persistent non-volatile array,165.63
944,Nantucket Pine Orangebanana,Audio,Function-based value-added forecast,131.41
945,Cake - Night And Day Choclate,Drinks,Focused transitional policy,312.58
946,Table Cloth 62x120 Colour,Drinks,User-friendly fault-tolerant standardization,301.38
947,Lemons,CD,Customer-focused actuating framework,237.66
948,Sea Urchin,Drinks,Multi-channelled solution-oriented help-desk,214.86
949,Corn Syrup,CD,Face to face leading edge framework,272.07
950,Vinegar - Red Wine,Drinks,Optional scalable service-desk,106.76
951,Tuna - Fresh,Drinks,Assimilated 4th generation secured line,141.23
952,Yucca,Drinks,Multi-lateral empowering analyzer,140.06
953,Lettuce - Red Leaf,Drinks,Grass-roots bottom-line migration,212.71
954,Cotton Wet Mop 16 Oz,Audio,Phased interactive emulation,98.47
955,Vinegar - Rice,CD,Decentralized client-driven collaboration,123.65
956,"Mushroom - Morels, Dry",Audio,Pre-emptive even-keeled toolset,16.67
957,"Pasta - Rotini, Dry",Audio,Centralized systemic archive,259.92
958,"Mushrooms - Black, Dried",CD,Ergonomic actuating software,18.04
959,Soup Campbells Mexicali Tortilla,Drinks,Innovative responsive core,91.44
960,Salmon Steak - Cohoe 6 Oz,Laptops,Adaptive executive neural-net,123.29
961,"Onions - Dried, Chopped",Drinks,Future-proofed optimizing capability,222.76
962,"Juice - Cranberry, 341 Ml",CD,Innovative dedicated support,136.24
963,"Club Soda - Schweppes, 355 Ml",Drinks,Innovative asymmetric Graphic Interface,134.24
964,Corn Kernels - Frozen,Laptops,Inverse secondary data-warehouse,239.91
965,Meldea Green Tea Liquor,CD,Profit-focused radical synergy,60.76
966,Apple - Northern Spy,Drinks,Synergistic multimedia strategy,236.04
967,Cheese - Brie Roitelet,Drinks,Persistent asymmetric process improvement,222.55
968,Oysters - Smoked,Drinks,Diverse directional time-frame,306.19
969,Ecolab - Medallion,Audio,Self-enabling attitude-oriented emulation,265.15
970,Veal - Loin,Drinks,Multi-lateral secondary model,281.45
971,"Pasta - Penne, Lisce, Dry",CD,Automated bottom-line conglomeration,164.23
972,Sprouts - Corn,Drinks,Intuitive eco-centric budgetary management,195.48
973,Sausage - Andouille,Drinks,Centralized static firmware,185.07
974,"Marsala - Sperone, Fine, D.o.c.",Drinks,Organic multimedia encoding,231.22
975,Bar Special K,Drinks,Decentralized system-worthy paradigm,161.19
976,The Pop Shoppe - Grape,CD,Stand-alone upward-trending leverage,246.81
977,Foam Espresso Cup Plain White,Audio,Cross-platform holistic Graphical User Interface,46.09
978,"Wine - Red, Black Opal Shiraz",Audio,Universal neutral help-desk,117.93
979,Appetizer - Tarragon Chicken,Audio,Proactive context-sensitive focus group,74.58
980,Pepper - Green,Drinks,Multi-lateral upward-trending adapter,262.69
981,Pork - Smoked Back Bacon,Drinks,Enterprise-wide uniform workforce,225.29
982,Tea - Herbal I Love Lemon,Drinks,Assimilated impactful migration,249.53
983,Bread - Bistro Sour,Drinks,Object-based non-volatile approach,183.97
984,Milk - 2% 250 Ml,Laptops,Programmable zero tolerance knowledge base,119.58
985,"Beef - Ox Tongue, Pickled",Drinks,Balanced cohesive challenge,59.86
986,Cream Of Tartar,Audio,Extended reciprocal throughput,1.86
987,"Crab - Dungeness, Whole",CD,Reduced zero administration collaboration,23.87
988,Flower - Dish Garden,CD,Adaptive bi-directional capability,229.56
989,Cream Of Tartar,Drinks,De-engineered foreground collaboration,305.21
990,French Kiss Vanilla,Drinks,Function-based well-modulated service-desk,130.76
991,Cabbage - Red,Drinks,Re-contextualized stable neural-net,256.01
992,Cake Sheet Combo Party Pack,Audio,Robust modular paradigm,139.73
993,Monkfish - Fresh,Components,Adaptive mobile success,291.17
994,Sansho Powder,Food,Total even-keeled synergy,52.52
995,Shrimp - Black Tiger 6 - 8,Audio,Cross-platform fresh-thinking firmware,286.38
996,Eggwhite Frozen,Drinks,Cloned intermediate productivity,131.31
997,Wine - Saint Emilion Calvet,CD,Optional context-sensitive conglomeration,197.26
998,Cucumber - English,Components,Innovative cohesive data-warehouse,165.4
999,Energy Drink Bawls,Drinks,Balanced needs-based local area network,290.28
1000,"Lamb - Whole, Frozen",Drinks,Versatile heuristic core,143.2
